State,County,State/County FIPS Code,Alcohol Abuse,Alzheimer's Disease/Dementia,Arthritis ,Asthma,Atrial Fibrillation,Autism Spectrum Disorders,Cancer,Chronic Kidney Disease,COPD,Depression ,Diabetes,Drug Abuse/Substance Abuse,HIV/AIDS,Heart Failure,Hepatitis  (Chronic Viral B & C),Hyperlipidemia,Hypertension,Ischemic Heart Disease,Osteoporosis,Schizophrenia/Other Psychotic Disorders,Stroke
North Carolina ,Davidson ,37057,"20,186.20","19,831.30","14,625.50","22,942.60","22,075.60","7,930.10","19,664.10","21,739.50","21,590.60","17,802.70","14,553.10","22,729.60","22,838.30","27,191.50","29,175.50","12,311.70","12,875.50","17,934.40","17,885.60","21,354.10","26,873.40"
North Carolina ,Davie ,37059,"24,574.90","21,881.00","15,115.50","22,666.10","23,600.30",0,"18,315.10","23,040.90","20,214.30","17,867.00","14,496.20","27,864.30",0,"28,015.90","39,945.90","11,962.10","13,561.40","18,047.00","16,683.20","25,619.10","25,045.30"
North Carolina ,Duplin ,37061,"21,542.10","23,694.00","15,131.40","24,799.70","26,164.80",0,"20,816.30","25,363.20","25,015.10","20,850.20","14,712.30","30,002.60","11,184.50","27,590.10","32,432.50","13,026.70","13,244.70","18,685.40","16,608.90","25,587.70","28,928.30"
North Carolina ,Durham ,37063,"25,611.70","22,045.50","16,177.70","23,413.00","24,399.80","6,156.10","19,586.10","27,195.80","28,137.70","20,303.60","16,061.80","26,627.20","17,226.30","30,853.60","32,155.00","15,173.70","14,760.50","20,747.90","19,163.90","20,435.70","30,639.00"
North Carolina ,Edgecombe ,37065,"18,411.60","20,698.40","15,152.60","24,110.70","25,767.40","3,575.80","17,727.70","24,035.40","24,687.70","19,382.80","14,919.40","21,874.90","17,379.70","28,224.00","25,935.60","12,975.50","12,753.70","19,658.20","16,388.40","21,383.90","32,732.50"
North Carolina ,Forsyth ,37067,"24,433.10","20,691.00","15,734.80","21,151.40","22,850.20","5,043.80","18,435.20","24,111.20","24,490.90","18,243.30","15,786.00","28,749.00","14,651.60","30,226.10","28,331.70","13,282.50","14,386.80","19,467.90","18,063.20","21,791.30","29,962.90"
North Carolina ,Franklin ,37069,"29,972.90","21,639.30","15,186.70","23,374.10","23,423.80",0,"18,549.10","23,805.60","24,802.50","18,304.40","14,213.70","28,135.00","17,751.30","28,764.10","32,578.90","12,370.40","13,019.50","19,070.90","16,058.60","25,256.80","32,240.80"
North Carolina ,Gaston ,37071,"25,479.00","21,263.30","14,789.90","21,861.30","22,623.60","4,047.30","19,565.00","23,261.30","23,324.30","17,555.10","14,446.50","24,722.80","14,517.20","26,824.60","21,091.30","13,000.40","13,625.70","18,223.60","19,335.90","22,453.40","28,980.80"
North Carolina ,Gates ,37073,"28,711.00","23,310.90","15,386.00","24,501.10","33,081.00",0,"19,824.70","25,685.50","26,298.40","23,071.10","13,189.00","38,910.40",0,"30,253.30","45,902.10","13,115.40","12,486.90","20,621.50","22,209.70","24,350.50","30,270.00"
North Carolina ,Graham ,37075,"39,100.60","19,227.70","14,960.10","19,473.20","16,258.00",0,"20,429.40","20,496.00","21,070.60","16,827.90","13,825.30","18,456.10",0,"24,974.50","14,000.80","12,498.70","12,868.00","17,756.70","24,093.70","26,781.10","19,238.50"
North Carolina ,Granville ,37077,"23,481.10","20,542.80","15,298.50","25,331.40","23,703.90","13,952.90","19,516.40","23,441.90","22,564.70","19,728.50","14,645.20","26,444.30","21,907.70","25,786.80","34,193.60","13,836.80","13,662.80","20,164.60","16,850.00","17,756.70","24,730.40"
North Carolina ,Greene ,37079,"24,448.20","25,120.70","17,465.80","27,186.70","24,170.60",0,"17,632.80","24,744.40","23,641.10","22,318.60","14,646.70","27,162.90","26,909.50","29,725.00","36,677.20","13,498.10","13,182.60","19,239.30","17,946.70","31,228.70","37,501.00"
North Carolina ,Guilford ,37081,"20,556.00","20,440.00","14,422.90","20,005.10","21,385.90","8,069.80","17,605.60","21,826.60","23,125.80","17,539.20","14,714.90","25,736.50","15,823.10","27,381.60","20,839.40","12,806.00","13,112.60","18,104.20","15,496.40","19,632.00","27,926.10"
North Carolina ,Halifax ,37083,"16,346.20","24,561.20","15,060.40","23,005.60","24,710.10","3,208.50","21,346.80","25,006.50","24,755.00","17,471.40","15,144.30","24,011.30","14,475.10","30,811.00","17,219.60","12,963.80","12,805.20","19,980.30","17,083.70","23,851.50","29,782.50"
North Carolina ,Harnett ,37085,"22,828.60","20,750.30","15,086.60","21,824.60","24,930.90","21,632.80","19,688.50","23,563.60","21,304.60","18,093.00","14,478.70","22,262.50","7,734.10","26,859.50","43,937.50","12,617.80","13,494.90","17,643.70","17,081.80","22,304.70","28,463.50"
North Carolina ,Haywood ,37087,"14,632.80","17,835.60","12,896.70","18,203.60","18,638.30","6,911.70","16,676.80","19,164.60","20,880.60","16,287.30","12,557.30","19,582.90","4,956.60","22,304.40","11,284.60","11,570.00","11,298.10","15,543.30","14,644.60","20,609.40","26,911.10"
North Carolina ,Henderson ,37089,"21,372.40","19,186.00","12,891.10","17,318.40","18,153.90","6,304.80","16,108.90","18,791.40","21,626.90","16,452.00","12,656.10","23,226.00","7,809.50","22,709.40","18,070.70","10,973.20","11,758.60","15,045.80","15,298.20","22,424.50","23,165.90"
North Carolina ,Hertford ,37091,"18,543.80","19,045.70","12,631.50","25,832.50","25,356.30",0,"16,506.20","22,045.40","24,064.90","16,167.50","14,182.20","20,818.10","11,941.40","28,534.10","18,992.60","12,807.30","12,112.10","19,222.90","15,552.20","21,653.20","27,567.10"
North Carolina ,Hoke ,37093,"20,038.80","22,766.20","14,225.80","20,134.40","24,304.80",0,"18,737.40","22,679.40","22,607.80","17,867.30","14,948.10","20,828.00","11,890.40","27,299.30","12,094.50","13,118.80","13,394.80","18,274.50","16,817.50","18,965.00","25,091.80"
North Carolina ,Hyde ,37095,"11,184.20","18,016.00","10,187.10","24,489.50","21,233.20",0,"19,610.10","20,632.70","22,965.50","13,862.40","9,233.00",0,0,"24,586.60",0,"10,651.00","10,254.60","15,948.10","17,511.00","9,868.20","21,629.60"
North Carolina ,Iredell ,37097,"23,545.40","20,342.60","14,854.40","19,385.40","21,011.30","15,089.20","18,304.90","22,989.60","21,775.50","18,230.60","13,872.20","24,465.10","10,283.60","25,899.50","18,305.90","11,469.30","13,066.90","17,029.00","16,516.10","23,330.50","26,010.00"
North Carolina ,Jackson ,37099,"20,364.50","18,795.20","12,591.10","18,434.80","17,845.80",0,"17,462.30","20,397.20","18,060.80","17,663.10","12,326.10","19,078.00",0,"22,428.30","18,148.00","9,994.40","11,508.30","15,268.80","15,859.40","24,159.20","26,748.50"
North Carolina ,Johnston ,37101,"20,945.00","22,951.50","15,922.60","22,639.10","24,042.00","5,537.90","20,310.80","24,603.20","24,240.70","19,175.20","14,289.60","25,717.50","19,724.80","27,500.50","19,579.20","12,739.60","13,207.50","17,362.80","18,093.60","21,816.60","29,612.80"
North Carolina ,Jones ,37103,"20,062.40","18,593.30","15,768.00","37,092.00","42,395.00",0,"20,645.30","25,237.80","22,640.90","23,651.20","15,257.90","20,305.80",0,"31,462.40",0,"13,260.70","12,670.90","18,829.80","18,405.70","12,824.40","26,510.90"
North Carolina ,Lee ,37105,"24,917.40","17,343.10","13,381.10","18,707.00","18,634.20","4,434.30","17,770.70","23,737.80","20,965.70","17,416.10","13,230.70","25,837.60","19,311.10","23,858.00","23,331.30","12,121.10","12,376.30","16,512.70","13,160.90","17,573.70","24,035.90"
North Carolina ,Lenoir ,37107,"18,862.00","21,871.50","15,221.90","21,408.10","22,751.30","12,831.00","18,451.50","21,646.00","23,261.90","17,637.00","13,501.60","21,162.70","13,112.10","24,855.70","32,338.70","11,887.80","11,946.30","16,941.20","14,234.60","21,128.20","29,098.70"
North Carolina ,Lincoln ,37109,"26,338.00","22,077.30","15,463.70","18,880.50","20,189.40",0,"19,728.20","22,353.30","21,990.20","18,668.00","13,962.00","25,338.90","8,739.20","26,626.40","18,843.40","11,898.70","12,968.40","16,597.60","20,616.50","27,194.90","29,970.60"
North Carolina ,Macon ,37113,"19,926.10","16,956.80","12,228.50","16,822.00","16,521.00",0,"15,431.70","17,932.30","17,942.70","15,092.60","11,043.90","17,203.40","11,678.50","21,201.20","15,890.50","9,380.30","10,284.40","14,235.10","13,383.50","25,500.30","22,167.10"
North Carolina ,Madison ,37115,"21,605.30","17,864.20","12,934.20","17,187.90","19,829.80",0,"17,240.70","23,658.90","19,204.20","15,034.90","12,411.00","20,170.30",0,"24,182.50","11,024.70","13,804.90","12,520.10","16,284.80","19,244.30","20,925.30","30,489.30"
North Carolina ,Martin ,37117,"20,114.70","21,018.50","14,453.60","24,070.50","21,913.70",0,"19,125.40","26,320.60","24,708.50","19,984.40","15,230.00","30,069.30","27,471.20","28,366.00","38,737.50","13,436.00","12,552.20","19,250.70","13,569.80","20,254.30","27,727.30"
North Carolina ,McDowell ,37111,"21,215.80","18,538.10","13,192.40","18,421.00","18,103.00","2,016.90","20,091.20","20,723.90","20,244.30","15,498.50","12,866.10","22,841.00",0,"23,105.20","24,359.20","11,519.40","11,490.80","16,285.90","15,595.20","18,389.80","24,760.60"
North Carolina ,Mecklenburg ,37119,"23,846.40","20,907.70","16,040.10","22,313.20","22,593.70","5,585.90","18,529.60","25,664.90","24,913.20","20,736.10","15,243.00","28,285.40","18,728.00","29,285.60","26,963.50","13,395.50","14,118.50","18,720.80","18,363.40","22,660.70","30,283.10"
North Carolina ,Mitchell ,37121,"14,043.20","18,490.50","11,687.00","18,005.60","18,514.10",0,"13,593.00","20,983.00","19,715.10","14,887.70","12,074.20","24,861.20",0,"22,547.60","12,826.00","11,778.40","11,245.40","14,792.40","18,448.40","23,195.50","19,504.50"
North Carolina ,Montgomery ,37123,"23,271.40","21,877.70","15,995.60","25,557.30","26,377.30",0,"17,252.40","25,502.60","26,223.40","22,146.90","15,711.80","29,851.90","21,208.80","29,133.00","31,968.10","12,476.80","13,377.50","18,607.80","17,925.40","21,267.60","30,286.10"
North Carolina ,Moore ,37125,"21,330.80","20,108.70","14,149.00","20,365.70","19,555.80","2,013.50","16,771.30","22,948.50","21,225.60","18,585.00","13,093.70","23,565.00","11,622.30","24,915.10","21,418.10","11,059.90","12,002.90","16,146.60","15,184.40","21,204.70","24,502.30"
North Carolina ,Nash ,37127,"21,051.90","22,068.70","13,843.90","20,354.60","23,205.50","4,115.50","18,520.70","23,994.90","24,815.40","18,077.00","14,119.60","24,582.60","20,007.50","29,687.40","18,487.40","11,568.80","12,099.90","18,767.00","16,542.10","20,104.20","31,327.90"
North Carolina ,New Hanover ,37129,"20,831.60","20,297.70","14,688.90","20,230.40","21,913.20","4,803.80","18,751.30","23,922.70","22,195.40","18,898.40","13,721.40","26,522.10","12,695.40","26,222.80","17,772.40","11,702.50","12,221.90","16,587.90","17,186.50","21,647.10","28,628.90"
North Carolina ,Northampton ,37131,"23,995.50","24,126.60","14,729.20","21,463.10","30,879.20",0,"22,184.20","25,171.20","23,993.70","21,930.20","16,418.20","23,555.40","17,948.90","33,883.80","32,888.80","13,352.70","13,307.60","22,012.90","19,768.20","29,776.10","36,427.30"
North Carolina ,Onslow ,37133,"20,758.40","19,860.70","14,261.10","20,579.80","23,770.70","6,370.40","19,075.40","21,883.60","21,989.00","17,791.70","13,978.40","25,716.20","14,679.60","26,757.40","33,497.30","12,649.50","12,617.10","17,439.80","16,528.20","20,988.50","27,954.40"
North Carolina ,Orange ,37135,"23,698.90","20,394.30","14,443.40","18,039.00","22,265.10","3,576.40","17,337.90","26,644.40","25,028.80","17,768.20","15,856.40","26,314.10","33,804.30","28,587.30","27,106.80","13,611.30","13,873.00","19,429.70","14,520.70","19,064.30","33,237.30"
North Carolina ,Pamlico ,37137,"20,634.10","18,468.30","12,831.40","26,066.40","19,577.70",0,"16,627.10","20,412.40","21,910.30","16,024.00","11,456.30","27,865.30",0,"24,264.00","8,094.00","11,871.70","11,179.30","14,503.20","16,357.00","23,702.70","20,238.50"
North Carolina ,Pasquotank ,37139,"27,364.70","18,814.60","13,947.00","19,794.80","23,035.60",0,"16,460.30","21,792.40","20,743.70","16,676.70","12,601.80","21,834.10","7,892.70","27,423.00","26,901.20","11,712.70","11,580.10","18,106.40","13,267.60","16,799.60","26,839.90"
North Carolina ,Pender ,37141,"19,651.10","19,270.80","14,249.20","22,976.90","21,735.30","2,729.50","17,926.00","23,110.50","20,399.60","18,419.30","12,839.80","23,606.60","13,955.10","25,106.20","12,321.50","11,377.80","11,726.30","16,706.30","17,395.10","21,695.40","28,877.00"
North Carolina ,Perquimans ,37143,"19,900.60","19,356.10","13,553.80","17,813.80","20,736.70",0,"15,636.00","21,809.90","21,221.10","16,023.50","12,926.00","17,550.70",0,"25,617.50","9,272.70","12,345.30","11,530.50","16,769.30","15,772.50","25,041.00","27,854.50"
North Carolina ,Person ,37145,"25,167.20","17,869.50","15,066.80","24,357.10","25,246.10",0,"20,002.10","23,583.70","23,740.20","18,588.20","14,945.00","28,622.90","11,485.50","27,919.70","21,054.00","13,548.10","13,337.30","19,737.30","16,811.50","16,726.90","28,974.90"
North Carolina ,Pitt ,37147,"24,545.80","21,434.90","16,261.80","28,690.50","23,950.30","7,989.30","20,402.20","25,592.70","28,768.90","19,773.00","15,798.10","28,499.30","26,079.80","30,175.70","41,914.30","14,255.80","13,828.70","20,432.10","16,677.20","23,654.30","31,186.10"
North Carolina ,Polk ,37149,"17,237.70","17,977.00","12,926.80","17,544.00","15,852.80",0,"15,584.80","20,607.10","19,505.70","15,641.50","12,555.70","17,090.20",0,"20,266.60","12,867.70","10,820.10","11,923.80","14,658.70","14,462.40","18,069.20","20,769.80"
North Carolina ,Randolph ,37151,"23,856.60","19,741.80","13,712.80","20,985.40","19,694.20","3,378.70","15,491.60","19,086.80","20,939.90","16,735.50","12,848.70","17,596.70","16,684.20","23,838.50","21,976.10","11,521.00","12,077.60","15,635.60","17,044.30","19,925.40","26,360.10"
North Carolina ,Richmond ,37153,"23,792.10","22,105.40","13,473.30","20,769.60","24,798.60",0,"20,452.40","23,747.30","20,740.70","17,211.10","13,804.30","22,119.70","16,705.40","25,189.20","26,541.70","11,934.50","12,481.70","17,811.00","18,412.90","17,919.00","31,249.30"
North Carolina ,Robeson ,37155,"23,113.60","21,452.20","14,170.50","21,805.20","29,244.90","9,663.90","20,009.50","24,933.70","24,871.00","19,370.50","16,146.90","21,191.70","16,065.10","29,201.80","29,085.50","13,499.30","13,568.70","19,566.10","18,117.70","18,771.60","30,134.10"
North Carolina ,Rockingham ,37157,"20,301.60","17,502.70","13,457.30","17,902.60","19,895.50","1,928.50","16,297.00","21,564.30","20,028.90","16,600.00","12,711.00","20,851.70","11,334.00","23,237.40","21,776.30","12,141.10","12,120.50","16,496.60","16,746.50","19,386.90","22,707.30"
North Carolina ,Rowan ,37159,"24,955.30","18,705.60","14,657.80","20,452.70","22,046.90","5,441.00","18,759.40","21,406.40","20,827.30","18,728.70","13,814.40","27,809.90","13,223.30","25,672.20","18,621.40","12,853.30","13,493.70","17,768.40","17,414.50","22,670.80","29,512.20"
North Carolina ,Rutherford ,37161,"19,595.70","18,666.80","12,599.20","15,290.00","17,662.90","7,545.30","18,563.10","19,065.20","19,749.00","15,662.30","11,947.40","20,627.00","8,523.30","22,137.40","15,738.40","11,133.60","11,533.60","15,532.30","16,891.70","19,664.40","23,226.40"
North Carolina ,Sampson ,37163,"22,281.90","21,732.20","14,764.70","22,609.10","24,847.00","7,169.50","20,349.20","23,398.30","22,893.30","19,383.40","13,797.50","21,934.80","22,384.20","24,565.40","27,197.60","13,395.80","13,308.50","17,460.00","17,649.70","20,101.30","28,262.40"
North Carolina ,Scotland ,37165,"16,730.50","18,629.10","13,834.60","21,248.40","22,789.40","4,973.50","16,448.30","20,946.50","20,888.90","17,618.30","13,512.10","18,682.30","13,678.30","23,843.60","34,824.00","12,138.90","12,143.00","16,601.70","15,033.60","18,472.90","27,553.80"
North Carolina ,Stanly ,37167,"20,275.50","18,432.50","14,114.40","21,090.90","21,757.10","1,295.40","19,981.90","22,468.90","23,139.60","17,568.90","13,214.00","21,782.10","12,641.60","25,442.70","14,971.70","11,758.20","12,170.20","17,562.10","19,323.20","19,794.60","28,508.60"
North Carolina ,Stokes ,37169,"25,824.60","23,259.50","15,144.20","17,838.90","25,444.30",0,"22,624.60","25,303.90","21,253.10","17,936.20","15,824.70","22,992.00","8,315.80","30,205.00","14,542.30","13,841.00","14,195.70","18,292.50","19,011.80","21,825.60","28,129.60"
North Carolina ,Surry ,37171,"18,162.70","20,097.50","14,185.50","22,685.90","20,520.90","1,790.70","18,651.40","22,331.80","20,327.30","16,572.20","13,547.70","23,365.40","27,395.60","24,175.80","19,250.50","11,393.20","12,388.50","17,163.50","15,926.30","18,536.40","26,016.80"
North Carolina ,Swain ,37173,"25,143.30","19,215.30","14,900.10","19,901.90","27,782.90",0,"16,585.60","23,982.00","20,887.40","21,803.60","14,960.70","29,896.40",0,"26,733.30","24,797.20","14,742.90","14,064.80","19,009.30","17,504.30","24,574.10","26,526.10"
North Carolina ,Transylvania ,37175,"21,196.10","19,784.10","12,793.90","18,738.80","14,966.30",0,"15,486.40","21,881.50","20,656.70","16,098.80","13,349.50","24,729.80",0,"24,207.90","12,911.20","10,540.80","11,490.10","15,287.70","16,009.30","24,893.40","18,604.20"
North Carolina ,Tyrrell ,37177,"28,193.70","17,878.60","12,780.40","35,504.50","28,014.70",0,"18,298.80","24,190.70","24,967.30","30,549.60","13,549.90","20,940.50",0,"28,838.10",0,"11,357.60","11,974.40","17,882.50","19,080.50","11,416.20","19,431.00"
North Carolina ,Union ,37179,"24,266.50","19,881.90","15,058.00","19,508.70","20,354.60","3,834.20","17,312.90","21,696.40","21,846.20","19,040.00","13,114.50","25,751.10","26,781.10","25,783.60","20,827.00","12,108.90","12,849.20","16,830.90","18,817.30","27,897.70","25,609.10"
North Carolina ,Unknown ,37999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Carolina ,Vance ,37181,"25,214.50","24,504.70","15,225.60","21,506.80","27,900.00",0,"19,104.00","25,227.20","25,828.70","20,027.20","15,906.50","27,563.40","21,516.20","28,838.40","29,538.60","14,643.80","14,214.30","21,420.30","19,820.80","21,428.50","32,926.40"
North Carolina ,Wake ,37183,"21,473.10","19,123.70","13,963.80","19,189.30","20,105.20","5,550.90","16,564.20","21,689.60","22,793.00","17,095.30","13,052.60","29,545.90","16,818.60","25,423.50","25,677.10","11,122.60","12,186.10","16,666.50","15,359.30","19,765.70","26,037.90"
North Carolina ,Warren ,37185,"20,678.60","16,410.90","14,153.50","24,391.60","22,095.30",0,"18,260.10","20,434.50","22,645.80","17,761.40","13,384.40","23,371.60","1,255.00","26,443.20","33,897.20","12,787.70","12,105.10","18,573.10","16,129.20","17,046.70","25,073.50"
North Carolina ,Washington ,37187,"19,648.00","21,197.00","15,942.70","22,449.50","22,539.70",0,"21,714.90","23,682.50","25,855.10","21,114.70","13,511.90","28,167.40","10,758.60","31,345.60",0,"12,897.10","13,952.70","20,202.80","17,268.20","17,157.40","35,810.60"
North Carolina ,Watauga ,37189,"22,584.30","21,865.20","13,803.50","19,420.60","21,078.80","4,826.80","19,544.70","24,683.30","22,206.70","17,840.30","13,852.00","25,037.00","24,939.50","26,606.40","21,896.30","11,578.60","12,545.40","16,918.40","18,888.40","23,052.30","32,824.40"
North Carolina ,Wayne ,37191,"19,436.80","21,597.50","14,641.90","21,351.30","23,432.90","5,147.20","16,887.30","21,927.90","23,033.60","17,525.40","13,638.50","19,713.10","13,730.20","25,772.60","23,175.90","12,112.40","12,600.70","17,708.20","16,501.50","20,875.20","27,045.80"
North Carolina ,Wilkes ,37193,"21,426.60","21,968.20","13,652.80","18,331.90","22,110.30",0,"17,232.20","22,833.20","20,581.10","17,684.30","13,559.90","18,928.90",0,"26,554.80","26,570.30","11,646.80","12,179.50","17,338.00","18,220.00","23,927.80","26,511.60"
North Carolina ,Wilson ,37195,"24,040.70","22,676.50","15,467.10","25,492.40","24,284.90","8,107.30","20,448.30","25,039.60","26,683.10","20,937.40","14,591.60","19,748.30","18,186.30","29,579.50","26,427.50","12,529.20","13,402.60","19,345.50","17,909.30","19,969.30","29,900.80"
North Carolina ,Yadkin ,37197,"18,412.60","24,457.20","15,733.30","20,963.00","21,760.70",0,"19,074.80","24,217.90","20,783.10","18,314.60","15,627.10","29,477.10",0,"26,361.30","14,701.80","12,792.80","13,991.50","18,397.60","17,804.10","24,731.80","26,862.50"
North Carolina ,Yancey ,37199,"15,546.30","20,236.30","13,249.50","19,925.10","17,422.20",0,"16,542.60","18,700.30","19,340.30","15,306.20","10,726.40","21,507.80",0,"21,565.00","16,025.90","11,198.20","11,165.10","15,160.20","17,791.20","26,684.40","24,603.00"
North Dakota ,  ,  ,"20,797.40","14,258.00","13,975.50","20,859.80","20,306.10","5,763.50","18,930.10","20,288.30","22,573.70","15,906.40","12,559.80","28,014.50","13,878.90","22,133.20","26,459.70","13,077.40","12,943.00","15,746.10","17,519.60","17,335.80","23,975.40"
North Dakota ,Adams ,38001,0,"14,838.60","14,023.80","19,753.70","19,033.10",0,"24,500.20","23,435.90","22,189.00","18,744.60","14,718.90",0,0,"22,094.40",0,"17,227.60","16,123.20","16,564.30","17,528.30","15,979.80",0
North Dakota ,Barnes ,38003,"16,382.30","13,344.20","14,782.60","22,965.20","21,198.40",0,"13,465.30","17,914.40","21,011.40","15,950.70","11,226.40","27,513.80",0,"18,636.00",0,"11,927.10","12,292.80","15,426.90","17,187.40","19,502.90","21,930.20"
North Dakota ,Benson ,38005,"22,389.40","16,695.10","16,158.50","25,752.40","24,895.40",0,"18,851.10","25,875.20","24,232.90","19,877.90","17,481.10","28,292.40",0,"27,111.70",0,"14,240.90","14,670.40","19,562.40","20,350.70","21,976.70","36,417.70"
North Dakota ,Billings ,38007,0,0,"15,936.10",0,0,0,"19,081.50","22,945.70",0,"13,380.80","18,542.90",0,0,"20,035.30",0,"11,463.30","12,942.30","17,513.40",0,0,0
North Dakota ,Bottineau ,38009,"18,475.20","13,780.20","13,318.60","21,671.10","19,206.40",0,"18,554.60","21,771.50","22,099.70","16,153.90","13,695.40",0,0,"22,736.80",0,"13,603.00","12,765.20","14,819.40","15,684.50","30,408.40","28,812.70"
North Dakota ,Bowman ,38011,0,"17,293.10","13,138.10","26,015.80","19,601.50",0,"14,968.50","21,232.00","17,796.90","15,736.30","8,416.00",0,0,"17,090.70",0,"11,655.90","11,955.70","12,691.00","13,156.90","16,774.10","18,147.20"
North Dakota ,Burke ,38013,0,"22,967.30","13,654.10",0,"28,567.00",0,"18,961.80","23,301.40","36,103.00","24,133.10","10,328.70",0,0,"20,130.10",0,"12,245.20","13,667.70","17,894.50","14,475.30",0,"43,594.40"
North Dakota ,Burleigh ,38015,"20,677.00","12,502.50","14,296.70","19,808.90","18,132.40","6,131.50","19,446.00","18,708.10","21,678.50","15,206.80","12,197.30","30,862.00",0,"21,192.80","32,827.10","12,613.20","12,612.20","14,913.50","15,750.60","14,709.70","20,595.20"
North Dakota ,Cass ,38017,"18,823.80","14,215.60","13,813.90","21,460.20","20,348.60","4,407.00","16,755.40","19,400.40","22,215.60","15,146.10","12,773.60","26,997.90","14,280.90","23,663.90","13,011.60","12,507.50","12,770.30","16,736.40","18,195.90","16,509.60","21,941.00"
North Dakota ,Cavalier ,38019,0,"14,778.60","13,832.50",0,"20,344.30",0,"17,510.00","20,160.00","25,079.80","16,794.10","11,093.20",0,0,"27,461.00",0,"13,776.40","14,619.90","15,269.50","16,691.90","17,416.70","32,372.60"
North Dakota ,Dickey ,38021,0,"14,652.20","15,440.10","23,723.80","29,765.70",0,"25,110.30","24,123.30","23,087.20","17,618.90","12,316.90",0,0,"25,252.00",0,"14,662.70","13,738.40","18,404.60","25,588.50","21,019.90","30,300.40"
North Dakota ,Divide ,38023,0,"13,553.10","13,413.70","19,577.00","25,450.30",0,"19,434.40","25,440.30","20,990.20","15,922.70","10,922.20",0,0,"25,116.70",0,"13,616.10","13,848.20","16,499.10","10,182.60","13,943.70",0
North Dakota ,Dunn ,38025,"13,069.20","13,299.20","10,901.70","15,940.50","14,888.00",0,"11,862.80","16,954.10","19,479.60","13,934.00","9,822.00",0,0,"15,945.00",0,"10,060.00","9,912.10","12,429.60","18,269.70","11,726.50",0
North Dakota ,Eddy ,38027,0,"12,258.90","14,489.90","19,440.00","17,552.90",0,"15,840.10","19,984.70","17,986.30","18,974.70","11,666.50",0,0,"19,555.50",0,"12,231.80","12,029.20","15,074.10","16,578.90","15,649.10","14,979.70"
North Dakota ,Emmons ,38029,0,"18,901.80","11,827.30","29,664.60","23,937.20",0,"16,466.20","22,820.60","28,424.10","17,830.90","12,802.00",0,0,"19,452.30",0,"15,661.20","14,826.50","18,995.00","13,832.30","20,242.30",0
North Dakota ,Foster ,38031,0,"11,725.80","11,630.40","21,235.20","12,004.50",0,"16,048.40","23,190.60","22,854.20","15,108.50","12,667.10",0,0,"17,656.00",0,"14,313.40","12,129.50","13,836.50","10,048.10","12,340.80","14,028.60"
North Dakota ,Golden Valley ,38033,0,"16,651.60","13,509.30","19,540.40","27,068.10",0,"18,609.60","24,604.80","24,547.40","16,405.40","12,729.20",0,0,"16,316.60",0,"11,294.40","11,922.20","13,565.10","31,077.40",0,0
North Dakota ,Grand Forks ,38035,"18,223.40","16,862.00","14,236.50","22,445.70","23,882.00","6,152.20","21,712.10","22,657.20","25,631.90","17,602.60","13,939.30","22,811.80",0,"27,719.40",0,"15,455.40","15,347.60","16,725.30","19,663.70","15,688.20","26,384.90"
North Dakota ,Grant ,38037,0,"14,293.60","13,739.30","16,929.30","14,284.90",0,"22,019.30","21,282.90","24,080.80","13,225.80","11,921.40",0,0,"20,734.20",0,"14,210.40","13,500.20","15,938.50","26,794.50","16,084.60","16,795.60"
North Dakota ,Griggs ,38039,0,"13,889.00","14,683.40","27,288.60","29,868.50",0,"22,561.70","24,371.40","29,848.30","24,479.90","13,715.80",0,0,"25,120.20",0,"17,943.10","16,932.90","20,482.50","15,412.00","26,537.50","30,501.20"
North Dakota ,Hettinger ,38041,0,"15,744.20","16,295.20","31,641.20","17,304.70",0,"19,933.20","23,308.60","21,105.90","14,205.10","12,441.00",0,0,"19,148.80",0,"13,148.50","12,367.40","15,920.60","14,465.10","11,266.20","27,115.90"
North Dakota ,Kidder ,38043,0,"16,115.20","12,488.60","15,741.90","16,692.70",0,"10,311.50","12,615.00","17,331.00","9,063.80","9,342.40",0,0,"14,600.30",0,"8,851.80","9,595.60","11,000.00","14,175.60","14,451.70","10,638.90"
North Dakota ,LaMoure ,38045,0,"18,886.00","17,878.80","37,644.60","18,762.80",0,"23,065.50","21,666.90","29,176.30","21,948.50","14,788.70",0,0,"25,179.10",0,"16,178.80","15,504.40","18,037.80","20,739.20","41,135.80","27,682.90"
North Dakota ,Logan ,38047,0,"12,508.10","14,657.90","19,260.50","20,338.60",0,"12,720.70","14,780.40","18,892.90","13,572.60","12,453.30",0,0,"18,262.70",0,"12,718.00","11,833.70","12,948.10","18,376.50","19,245.40",0
North Dakota ,McHenry ,38049,0,"14,107.30","13,481.20","14,371.90","20,773.90",0,"19,852.10","20,551.60","19,192.30","14,642.70","12,040.60",0,0,"20,647.60",0,"13,294.80","12,872.70","16,275.80","16,792.10","25,650.40","21,806.30"
North Dakota ,McIntosh ,38051,0,"16,006.80","16,170.20","39,119.00","23,532.30",0,"19,113.30","20,813.00","32,569.60","21,515.40","13,667.70",0,0,"22,166.80",0,"15,210.10","14,196.80","16,546.60","10,940.60","26,765.50","28,882.30"
