State,County,State/County FIPS Code,Alcohol Abuse,Alzheimer's Disease/Dementia,Arthritis ,Asthma,Atrial Fibrillation,Autism Spectrum Disorders,Cancer,Chronic Kidney Disease,COPD,Depression ,Diabetes,Drug Abuse/Substance Abuse,HIV/AIDS,Heart Failure,Hepatitis  (Chronic Viral B & C),Hyperlipidemia,Hypertension,Ischemic Heart Disease,Osteoporosis,Schizophrenia/Other Psychotic Disorders,Stroke
National ,  ,  ,"25,641.40","24,128.10","16,096.90","23,361.00","25,358.60","8,370.00","20,451.80","25,862.10","26,039.50","20,889.50","16,085.70","27,517.70","19,234.10","29,187.00","26,553.20","13,908.80","14,598.60","19,526.10","19,370.30","25,990.10","32,205.40"
Alabama ,  ,  ,"21,541.20","20,458.10","13,461.10","19,518.80","20,781.50","6,344.70","17,904.20","21,635.40","21,189.90","17,531.50","13,381.10","19,816.60","14,992.90","23,330.80","22,184.70","11,503.70","11,907.80","15,972.10","16,413.90","22,502.10","26,116.90"
Alabama ,Autauga ,1001,"17,415.40","18,857.10","13,848.00","18,699.20","21,737.30",0,"18,210.90","22,049.80","21,621.70","17,920.00","12,954.40","25,691.00","11,276.10","24,212.90","28,462.30","11,513.10","12,269.00","15,418.20","19,541.70","20,022.60","24,239.80"
Alabama ,Baldwin ,1003,"20,484.50","18,071.30","12,252.10","17,315.20","18,829.60","11,436.70","16,638.70","19,921.60","19,485.80","16,188.60","11,931.70","17,520.60","18,052.10","21,967.90","14,020.00","10,159.30","10,958.50","13,703.10","14,808.70","24,602.80","23,378.30"
Alabama ,Barbour ,1005,"26,371.90","19,637.10","13,613.20","15,418.70","21,004.70",0,"15,206.80","22,073.70","20,523.30","17,280.50","12,949.80","28,442.50","20,956.90","25,380.90","25,781.40","10,549.20","11,303.30","17,270.00","17,323.80","19,889.00","23,519.20"
Alabama ,Bibb ,1007,"16,088.70","22,125.50","13,435.80","19,986.10","19,968.40",0,"17,652.40","20,331.70","20,528.00","17,537.60","14,072.80","24,931.30",0,"24,791.40","16,538.50","12,262.60","11,986.70","17,362.50","17,840.10","22,949.60","30,489.50"
Alabama ,Blount ,1009,"19,963.90","20,887.50","12,506.10","21,176.40","19,814.50",0,"19,628.00","21,482.90","21,108.50","16,360.10","12,571.20","16,723.10",0,"22,517.90","7,804.30","11,176.90","11,374.00","14,869.70","14,397.20","22,779.10","24,077.60"
Alabama ,Bullock ,1011,"23,212.20","25,080.80","13,577.30","20,814.90","23,251.60",0,"18,704.30","27,161.90","28,450.50","24,277.50","13,577.60","31,331.00",0,"25,018.70",0,"12,563.30","12,075.00","18,335.30","20,352.70","19,851.80","25,773.60"
Alabama ,Butler ,1013,"19,638.30","17,171.80","12,643.90","22,135.40","21,148.80",0,"18,253.70","21,776.90","18,120.00","16,565.70","12,823.50","23,622.60",0,"21,989.60","19,809.70","13,061.70","11,725.00","16,558.60","18,459.80","16,625.30","24,322.70"
Alabama ,Calhoun ,1015,"23,251.30","21,742.10","13,780.30","20,756.70","22,632.10",0,"19,263.90","22,558.60","22,508.90","18,278.80","14,112.10","20,742.90","25,285.30","23,007.60","21,814.20","11,881.80","12,307.10","15,943.70","15,177.20","24,314.00","28,166.80"
Alabama ,Chambers ,1017,"22,345.50","17,329.10","11,839.60","20,701.60","19,579.70",0,"14,059.30","21,263.30","19,267.80","14,671.90","11,682.10","17,588.20","10,402.70","21,094.90","14,761.00","10,105.20","10,445.60","14,290.60","17,941.40","17,677.60","25,748.80"
Alabama ,Cherokee ,1019,"30,531.10","20,559.20","13,069.50","21,266.60","23,458.60",0,"18,811.20","20,653.30","20,899.20","17,129.80","14,178.50","18,785.00",0,"24,592.30","18,023.30","11,760.40","12,498.20","17,180.10","15,704.20","28,320.10","28,115.40"
Alabama ,Chilton ,1021,"22,183.40","17,239.70","12,937.70","22,811.30","20,709.80",0,"19,058.30","18,745.10","20,206.00","15,703.70","12,777.90","20,027.40",0,"22,222.30","16,284.90","11,676.50","11,890.70","15,168.80","15,140.50","21,027.90","22,265.00"
Alabama ,Choctaw ,1023,"20,226.50","24,543.80","13,935.70","30,061.80","24,029.80",0,"18,079.40","26,982.80","25,349.90","24,013.50","14,739.40","16,231.70",0,"27,879.60",0,"12,302.20","12,598.20","18,832.70","20,458.00","31,225.40","28,101.60"
Alabama ,Clarke ,1025,"14,225.60","19,282.70","12,050.60","19,607.00","20,257.70",0,"18,591.60","23,726.40","20,242.80","17,290.90","12,732.60","15,185.40",0,"22,225.70","20,438.40","11,882.70","11,572.00","15,787.10","14,737.40","20,091.30","22,869.10"
Alabama ,Clay ,1027,"16,384.20","15,712.50","11,447.30","17,076.70","19,270.50",0,"17,846.20","20,773.00","18,753.30","15,631.50","11,942.50","20,926.80",0,"17,487.80",0,"10,365.00","10,709.10","14,744.70","12,133.70","15,771.90","30,144.80"
Alabama ,Cleburne ,1029,"30,500.80","22,288.30","12,880.90","17,657.20","19,558.50",0,"20,783.30","20,767.70","19,983.80","16,068.20","11,707.80","16,241.50",0,"21,812.80","18,383.00","11,579.90","11,600.20","15,269.10","15,763.60","23,458.50","22,340.00"
Alabama ,Coffee ,1031,"20,814.50","16,756.90","11,512.10","17,135.00","17,222.30",0,"15,491.10","20,225.50","17,171.90","14,307.10","11,399.60","20,383.50","10,682.40","20,664.90","17,828.10","9,371.00","10,228.40","14,168.90","14,350.30","21,349.20","23,901.90"
Alabama ,Colbert ,1033,"24,765.90","21,128.80","13,590.70","21,130.90","19,051.60","10,166.90","16,790.90","22,216.60","19,119.80","17,329.30","12,339.30","20,262.70","3,774.20","23,203.90","17,516.10","10,773.10","11,073.00","15,337.00","16,627.00","21,348.60","25,997.40"
Alabama ,Conecuh ,1035,"23,451.30","22,351.60","11,926.60","21,145.60","23,593.60",0,"18,483.70","24,684.00","18,224.10","17,617.00","13,548.00","15,177.50",0,"23,962.40","20,681.50","12,039.20","11,754.60","17,596.30","17,088.60","18,010.70","26,400.10"
Alabama ,Coosa ,1037,"17,628.20","20,142.00","12,777.90","21,451.10","23,671.70",0,"15,709.20","18,561.20","17,753.90","17,726.00","13,305.10","21,209.20",0,"22,927.00",0,"13,014.90","12,099.10","14,966.00","12,410.50","25,050.30","25,116.10"
Alabama ,Covington ,1039,"23,224.90","19,935.60","12,587.20","17,712.20","19,253.20",0,"17,986.60","21,781.50","19,142.90","17,151.00","13,292.60","23,215.40","14,017.60","22,739.10","18,983.80","10,795.60","11,459.40","16,059.10","18,243.90","23,313.40","21,103.50"
Alabama ,Crenshaw ,1041,"19,581.40","19,751.40","12,744.20","19,817.10","18,890.00",0,"19,149.20","18,066.20","21,236.10","15,612.80","12,426.00","21,788.60",0,"25,297.10",0,"11,684.70","12,269.20","15,930.70","21,012.30","22,608.60","30,101.90"
Alabama ,Cullman ,1043,"11,621.10","20,757.20","13,289.00","19,992.20","17,868.20",0,"17,524.00","21,314.50","19,784.60","16,710.10","12,740.00","14,503.70","16,446.10","19,909.30","18,867.10","11,027.80","11,565.90","15,381.30","15,813.80","21,504.80","22,734.50"
Alabama ,Dale ,1045,"25,238.10","19,905.10","13,142.40","17,191.30","19,933.70","8,747.80","16,617.00","20,937.40","19,080.50","16,138.20","12,353.60","26,955.80","4,931.90","22,441.60","24,905.40","10,619.60","11,391.60","15,248.80","17,028.20","22,593.60","24,162.90"
Alabama ,Dallas ,1047,"22,714.60","21,011.90","14,595.70","20,707.20","25,387.60",0,"15,765.80","24,657.90","24,275.90","21,429.50","14,972.60","22,131.10","12,467.30","21,871.30","17,343.70","13,413.20","12,785.20","16,322.70","22,280.00","21,623.10","31,594.10"
Alabama ,DeKalb ,1049,"22,836.90","19,101.30","13,065.50","18,301.50","19,100.00",0,"16,183.40","20,325.40","19,171.50","16,931.40","12,280.20","16,848.00","14,116.20","20,573.80","21,636.40","10,421.70","11,015.10","13,990.40","14,905.70","21,476.70","24,459.70"
Alabama ,Elmore ,1051,"22,889.80","19,517.70","12,799.10","17,969.60","20,080.70","2,904.80","16,988.90","20,329.10","20,620.50","17,831.20","12,614.60","20,975.10","12,116.50","23,371.20","17,515.70","11,137.70","11,780.20","14,256.20","16,131.10","21,195.10","22,934.50"
Alabama ,Escambia ,1053,"23,628.60","22,493.50","14,244.40","23,167.50","20,963.30",0,"19,891.90","24,697.90","22,118.90","19,033.40","14,434.40","23,367.80","21,622.60","24,238.90","27,005.90","13,495.70","12,901.90","16,944.70","18,934.60","24,398.50","26,835.80"
Alabama ,Etowah ,1055,"27,195.40","24,625.80","15,700.00","22,436.50","25,742.70","6,654.90","20,311.10","24,575.50","23,643.30","19,256.30","15,168.10","17,671.40","7,938.90","26,571.80","17,543.20","12,426.00","13,150.60","18,131.60","19,664.20","26,570.10","31,339.20"
Alabama ,Fayette ,1057,"18,335.30","22,128.80","14,062.60","21,700.60","23,228.00",0,"19,581.10","22,797.60","21,336.80","18,064.90","14,149.70","16,230.10",0,"25,300.90",0,"12,825.70","12,574.40","18,359.00","14,267.40","24,396.70","26,787.60"
Alabama ,Franklin ,1059,"19,338.10","20,965.10","13,271.90","18,724.50","18,156.50",0,"18,257.80","20,904.70","19,270.70","16,907.60","13,115.40","17,276.60",0,"22,994.20","16,031.20","11,046.10","11,270.90","14,622.20","18,723.30","22,262.60","22,550.60"
Alabama ,Geneva ,1061,"21,206.40","20,050.40","13,502.50","17,748.90","18,214.80",0,"17,153.10","18,415.30","18,084.80","17,369.00","12,702.40","24,151.50","5,100.60","20,807.20","13,076.40","11,146.80","11,403.80","15,205.40","17,503.80","25,788.20","25,369.70"
Alabama ,Greene ,1063,"13,910.40","26,154.40","14,960.70","25,194.40","31,670.10",0,"16,970.10","26,321.80","26,765.60","18,144.50","13,425.20","22,773.20",0,"27,972.90",0,"13,302.40","12,109.20","21,061.90","19,492.60","27,450.30","35,805.00"
Alabama ,Hale ,1065,"23,209.90","24,421.90","14,700.90","20,875.00","24,575.50",0,"20,901.60","25,692.80","24,647.10","18,650.10","14,324.70","25,074.80","5,461.60","25,020.80","17,736.20","12,682.60","12,082.10","19,540.10","17,711.10","25,405.60","30,610.00"
Alabama ,Henry ,1067,"25,694.00","21,080.30","13,829.90","15,717.00","22,233.90",0,"20,677.60","22,565.50","18,940.50","15,636.80","14,693.10","25,733.70",0,"24,423.30","15,695.10","11,065.30","11,380.60","16,357.90","17,962.50","20,374.80","26,214.80"
Alabama ,Houston ,1069,"23,197.00","18,620.50","13,439.90","17,742.30","19,156.30",670.7,"17,914.00","20,840.60","19,360.80","15,716.50","12,603.10","25,317.10","9,984.30","22,347.40","30,231.40","10,980.30","11,282.80","15,407.10","17,907.80","24,133.30","25,362.60"
Alabama ,Jackson ,1071,"21,444.00","22,234.00","14,245.80","21,327.90","22,167.10",0,"20,617.80","20,410.40","21,620.50","19,853.30","13,470.60","20,491.70",0,"22,399.50","23,154.10","11,426.70","12,196.90","15,716.20","20,966.10","25,214.90","27,062.10"
Alabama ,Jefferson ,1073,"22,166.40","21,829.80","14,115.50","19,226.00","22,963.20","7,979.00","18,313.00","23,503.60","23,743.70","18,665.90","14,982.10","22,551.30","15,299.30","25,892.10","26,166.50","12,927.40","13,057.50","18,186.40","17,234.60","22,798.70","30,485.20"
Alabama ,Lamar ,1075,"22,666.50","19,842.50","13,274.10","25,150.10","20,274.40",0,"20,080.50","21,238.70","21,758.20","17,417.20","13,750.50","14,794.20",0,"22,728.30",0,"12,379.30","12,046.20","16,591.00","16,517.70","23,886.50","28,183.20"
Alabama ,Lauderdale ,1077,"23,684.80","17,688.40","13,330.40","18,408.20","18,391.90","4,262.90","16,453.40","20,594.50","19,913.20","16,710.20","12,384.40","20,657.80","20,747.30","23,292.10","16,629.70","10,246.10","10,514.00","14,481.00","17,107.60","19,509.10","22,141.40"
Alabama ,Lawrence ,1079,"20,460.10","19,418.50","12,574.40","18,327.20","17,507.60",0,"17,147.70","18,846.10","18,278.60","16,055.20","11,402.00","14,246.30",0,"21,156.20","22,718.90","10,128.10","10,673.20","13,936.30","14,658.90","19,568.30","22,622.30"
Alabama ,Lee ,1081,"19,996.90","16,867.60","11,675.70","17,776.10","18,114.90","4,916.10","14,926.60","21,326.90","19,452.10","14,881.30","11,918.10","19,174.40","25,451.40","20,619.20","20,077.10","9,528.50","10,208.50","14,021.60","13,612.30","13,616.20","22,919.80"
Alabama ,Limestone ,1083,"15,446.00","18,180.80","13,455.30","17,465.20","19,758.10","5,936.20","18,409.70","20,274.30","20,997.50","16,362.80","13,054.90","17,340.70","11,283.20","22,742.60","18,067.20","10,870.90","11,409.20","16,262.90","14,687.50","22,595.00","25,348.00"
Alabama ,Lowndes ,1085,"27,648.70","22,778.10","15,169.30","18,121.00","26,247.00",0,"15,846.80","26,232.90","25,075.70","21,638.50","15,361.20","28,683.90","19,055.20","27,358.30",0,"14,538.90","13,308.40","19,711.20","12,727.30","26,575.50","33,640.40"
Alabama ,Macon ,1087,"20,690.10","19,413.10","12,608.60","12,594.50","16,435.30",0,"14,997.40","21,153.10","17,098.80","16,430.00","11,428.50","22,532.50","16,922.30","18,779.30","28,104.10","9,738.00","10,379.90","14,225.50","16,199.40","13,257.80","21,416.30"
Alabama ,Madison ,1089,"21,357.50","19,989.80","13,243.70","17,515.40","20,486.60","4,630.30","18,061.70","19,239.70","22,349.50","17,738.40","13,351.60","20,643.50","18,167.20","24,258.90","24,480.70","11,078.10","11,932.70","15,783.70","15,297.60","22,322.80","24,406.10"
Alabama ,Marengo ,1091,"30,978.50","23,964.20","14,749.20","21,989.60","24,944.80",0,"19,840.50","26,059.80","22,139.60","21,391.40","14,074.40","22,827.40",0,"23,491.60","24,281.90","13,132.80","12,377.20","18,634.50","21,435.00","25,836.20","39,712.20"
Alabama ,Marion ,1093,"21,386.20","20,856.00","13,388.60","20,336.90","21,316.50",0,"20,629.80","20,360.80","18,971.00","18,311.00","12,392.70","15,734.20",0,"23,116.10","15,516.60","11,400.30","11,604.30","15,856.20","14,941.80","25,705.10","24,452.50"
Alabama ,Marshall ,1095,"20,961.70","20,098.20","13,932.90","19,482.10","21,484.40",0,"19,640.70","21,356.50","20,247.10","17,756.00","13,454.30","20,170.20","10,511.60","22,437.60","16,975.10","11,811.40","12,267.50","15,489.50","15,760.90","22,542.00","22,004.00"
Alabama ,Mobile ,1097,"20,560.30","20,778.70","13,895.10","20,900.40","22,093.90","7,460.20","18,164.20","22,622.40","23,153.80","17,659.90","14,064.80","22,879.50","17,220.20","23,295.90","24,925.50","11,924.60","12,523.50","16,014.30","15,574.40","17,007.40","25,809.60"
Alabama ,Monroe ,1099,"16,136.50","19,726.10","12,218.30","16,307.10","18,587.60",0,"15,885.60","21,170.40","19,557.80","17,073.90","11,477.60","12,966.60",0,"20,847.20","42,419.20","10,716.90","11,561.70","15,011.30","17,122.90","20,502.00","20,626.60"
Alabama ,Montgomery ,1101,"25,774.50","20,135.70","13,328.90","20,091.10","20,698.40","7,947.50","16,621.90","23,649.10","24,438.70","18,778.70","14,006.70","30,725.90","16,187.20","26,297.30","23,045.10","12,475.70","12,392.60","16,874.70","15,046.60","24,002.90","27,673.50"
Alabama ,Morgan ,1103,"18,633.90","18,531.80","13,070.60","18,405.10","19,513.50","2,997.40","17,362.70","19,937.50","19,601.40","17,225.20","11,999.20","15,617.30","12,978.60","22,205.00","40,481.40","10,969.80","11,341.70","14,971.10","16,238.20","21,144.40","24,954.70"
Alabama ,Perry ,1105,"17,068.60","19,264.20","10,898.10","17,974.00","20,237.10",0,"16,502.60","21,788.80","21,665.30","16,560.50","12,079.10","20,793.30",0,"18,154.90",0,"11,168.40","10,688.00","14,627.50","15,658.10","17,661.70","29,537.80"
Alabama ,Pickens ,1107,"22,145.50","21,912.40","14,484.70","24,851.60","19,639.80",0,"19,488.00","25,116.20","24,576.80","20,399.90","13,967.30","29,102.60",0,"27,982.70","39,844.40","11,141.80","11,963.50","19,427.20","15,271.50","28,098.90","33,032.70"
Alabama ,Pike ,1109,"20,088.60","19,661.00","13,993.20","19,781.90","20,862.90",0,"14,317.60","20,244.10","23,212.00","17,921.70","14,307.40","27,419.80","8,932.90","25,847.30","10,790.70","11,410.00","11,564.20","16,253.90","15,442.90","22,507.50","28,116.80"
Alabama ,Randolph ,1111,"25,105.50","20,481.80","13,376.10","23,523.40","20,975.10",0,"20,712.00","24,800.40","22,913.60","19,694.80","13,439.60","25,413.60",0,"24,073.80","30,023.50","11,728.80","11,997.40","16,085.30","15,365.20","31,952.60","30,142.40"
Alabama ,Russell ,1113,"30,403.50","22,835.90","14,040.30","16,639.20","23,392.60",0,"19,915.20","22,308.20","23,163.40","19,245.30","13,456.30","27,794.10","11,842.30","24,109.10","33,077.20","11,720.60","12,126.20","17,240.60","17,638.40","23,466.80","29,490.00"
Alabama ,Shelby ,1117,"21,168.30","21,528.40","14,026.10","18,967.40","21,169.40","4,166.70","17,740.60","20,499.40","23,360.30","17,306.80","13,885.50","22,363.50","17,830.00","24,066.20","16,967.00","11,701.20","12,328.00","15,912.70","17,269.80","26,654.70","27,815.70"
Alabama ,St. Clair ,1115,"22,910.50","20,662.20","13,644.60","20,153.10","21,594.90",0,"20,606.60","23,100.90","19,694.00","16,659.10","14,284.90","17,397.90","5,688.10","22,896.60","20,043.90","12,253.00","12,306.10","16,255.40","16,535.80","26,735.50","25,752.60"
Alabama ,Sumter ,1119,"23,877.40","25,739.60","13,430.50","18,578.90","20,981.50",0,"20,194.20","24,571.30","24,201.50","20,859.10","13,532.50","14,808.70",0,"23,637.00",0,"11,534.90","11,182.30","18,343.20","16,291.00","24,094.60","38,239.60"
Alabama ,Talladega ,1121,"20,180.90","20,850.80","13,163.80","20,091.70","22,734.20",0,"19,768.10","22,928.60","22,260.50","16,337.30","13,900.90","21,477.20","10,475.60","23,212.80","28,283.90","12,768.40","12,625.90","16,269.20","15,931.50","23,006.20","24,269.30"
Alabama ,Tallapoosa ,1123,"20,105.20","20,577.70","14,163.30","21,620.80","20,675.70",0,"16,655.80","19,882.00","20,703.40","17,725.30","13,964.70","20,439.20","13,769.50","22,390.70","17,643.80","12,717.50","12,436.40","15,299.50","15,072.80","21,206.10","22,886.30"
Alabama ,Tuscaloosa ,1125,"24,940.10","21,897.50","14,057.70","22,199.80","20,367.40","7,110.00","17,890.30","22,685.50","23,052.80","18,061.30","14,044.80","24,251.10","13,705.10","25,891.80","21,737.00","11,819.30","12,396.70","17,932.90","16,815.70","23,616.10","29,379.80"
Alabama ,Unknown ,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama ,Walker ,1127,"19,211.30","21,115.60","13,506.80","18,917.70","19,404.40","5,556.40","17,916.00","17,007.20","17,470.80","17,032.30","13,129.10","15,096.30","13,487.90","20,153.40","22,200.00","11,334.30","11,789.40","14,990.20","17,880.50","26,228.50","27,950.80"
Alabama ,Washington ,1129,"21,783.90","21,256.10","12,355.30","22,036.00","21,764.00",0,"15,862.40","22,821.00","23,796.50","14,464.00","12,478.60","18,304.60",0,"21,824.30","17,907.30","11,625.40","12,084.50","15,171.70","19,336.10","14,184.90","23,649.20"
Alabama ,Wilcox ,1131,"22,097.50","19,344.80","11,452.20","15,675.30","19,580.50",0,"15,857.50","20,227.20","19,645.80","14,658.20","11,602.90","23,643.80",0,"18,038.20",0,"11,515.90","10,545.50","15,080.00","18,884.40","15,537.00","25,582.50"
Alabama ,Winston ,1133,"17,626.60","20,599.40","13,713.90","20,533.10","21,182.00",0,"19,544.10","21,464.20","18,731.90","16,932.80","13,114.60","12,621.70",0,"21,469.40","19,671.20","11,007.20","11,698.60","15,567.00","18,500.30","25,348.60","23,424.60"
Alaska ,  ,  ,"25,055.60","20,498.70","15,645.80","25,367.90","26,261.30","6,347.30","20,465.40","27,269.20","27,186.80","19,801.50","15,422.40","28,739.70","12,051.50","30,974.00","19,471.00","16,147.50","16,297.40","20,117.70","21,608.60","19,972.10","35,191.00"
Alaska ,Aleutians East ,2013,0,"9,087.40","14,919.80",0,0,0,0,"21,723.70",0,0,"13,456.90",0,0,0,0,"14,710.20","12,563.70","14,065.80",0,0,0
Alaska ,Aleutians West ,2016,0,"19,003.40","15,512.50",0,0,0,0,"22,351.50","25,082.60","16,311.40","14,193.80",0,0,0,0,"17,156.10","19,727.80","24,192.10",0,0,0
Alaska ,Anchorage ,2020,"23,739.90","18,326.10","14,883.90","26,128.30","25,678.70","7,292.60","20,121.50","27,102.00","26,888.80","19,649.80","15,450.90","26,329.90","11,613.00","30,458.00","20,653.10","15,533.30","15,997.30","20,047.80","20,275.00","18,050.20","35,196.20"
Alaska ,Bethel ,2050,"37,199.60","27,804.00","19,760.20","38,725.60","34,613.30",0,"30,641.30","32,298.70","34,061.60","40,680.20","24,773.80","52,240.40",0,"41,402.10","13,318.20","29,160.30","20,519.80","29,668.20","34,999.20","43,757.60","45,728.60"
Alaska ,Bristol Bay ,2060,0,0,"35,442.40",0,0,0,0,"53,599.00",0,0,"29,667.20",0,0,"60,071.30",0,"38,699.40","26,134.10","16,173.00",0,0,0
Alaska ,Denali ,2068,0,0,"13,368.00",0,0,0,"19,656.50","29,648.70",0,"11,316.30","10,594.40",0,0,"24,450.50",0,"14,448.80","14,767.70","25,597.30",0,0,0
Alaska ,Dillingham ,2070,"26,923.10","38,296.90","20,757.50","29,339.90","40,127.40",0,"63,061.30","33,192.00","34,168.30","42,738.10","14,997.80",0,0,"38,330.20",0,"37,423.70","23,214.20","24,991.80",0,0,0
Alaska ,Fairbanks North Star ,2090,"20,863.10","19,654.80","13,944.30","20,119.20","23,419.10","4,461.70","18,400.60","23,526.50","23,687.50","16,719.60","13,028.10","27,476.10",0,"27,821.00","17,389.20","13,947.70","14,296.30","17,653.50","15,552.70","19,198.50","29,257.60"
Alaska ,Haines ,2100,"28,927.90","35,980.50","16,061.40","24,824.60","30,078.30",0,"15,373.30","47,116.70","47,849.80","21,405.00","19,262.30","43,990.10",0,"44,411.70",0,"18,172.70","19,454.00","27,288.10","7,429.60",0,0
Alaska ,Hoonah-Angoon ,2105,"31,634.00",0,"11,235.70",0,0,0,0,"30,103.90","32,660.10","11,471.80","9,129.60",0,0,0,0,"6,306.30","16,407.80","13,062.60",0,0,0
Alaska ,Juneau ,2110,"26,423.80","21,179.00","13,651.40","24,245.30","20,897.00",0,"16,519.90","25,244.70","28,224.00","19,126.70","13,149.70","21,827.30",0,"29,209.40","16,846.80","15,464.20","14,429.20","19,049.20","21,842.40","15,021.10","35,606.80"
Alaska ,Kenai Peninsula ,2122,"26,903.40","20,913.50","16,524.90","28,112.10","26,810.40","2,164.60","21,150.80","29,825.10","27,468.10","19,980.30","15,375.40","30,198.50",0,"30,610.10","19,715.00","17,467.00","17,235.30","20,440.40","21,262.90","26,647.20","31,885.40"
Alaska ,Ketchikan Gateway ,2130,"25,518.20","18,876.00","14,184.20","25,975.10","27,371.80",0,"25,335.30","27,925.80","25,594.60","21,695.30","17,287.60","33,150.00",0,"38,087.10","9,314.60","17,188.20","16,988.00","21,639.10","25,724.30","17,062.70","32,670.90"
Alaska ,Kodiak Island ,2150,"26,706.70","29,540.60","18,068.80","21,383.70","42,467.90",0,"29,803.50","43,147.20","30,718.70","26,440.20","18,251.80","40,540.90",0,"43,592.90","15,598.50","18,905.70","21,044.70","34,398.10","41,544.10","11,947.30","53,498.10"
Alaska ,Kusilvak ,2158,"23,403.10","24,843.20","14,186.10",0,0,0,"19,071.90","21,203.80","23,786.40","12,550.20","12,744.10",0,0,"30,458.70",0,"17,077.30","14,811.50","18,302.60","33,797.10",0,"30,938.10"
Alaska ,Lake and Peninsula ,2164,0,"14,321.60","11,502.30",0,0,0,0,"34,734.30","24,816.20",0,"47,445.30",0,0,"46,408.00",0,"41,188.10","25,366.20","34,996.60",0,0,0
Alaska ,Matanuska-Susitna ,2170,"24,035.40","18,345.00","14,586.80","23,063.90","24,129.10","7,604.30","18,171.40","22,449.20","22,447.90","17,930.30","14,398.70","26,393.70",0,"26,906.30","20,600.10","14,107.90","13,871.50","16,836.90","21,760.10","20,919.10","26,029.10"
Alaska ,Nome ,2180,"22,973.20","40,585.80","26,362.90","43,795.30","47,410.70",0,"29,315.00","37,955.10","39,611.00","47,147.00","23,882.90","59,330.80",0,"50,519.70",0,"25,827.00","24,617.30","30,287.20","58,004.60",0,0
Alaska ,North Slope ,2185,"31,803.60","61,012.80","33,538.00","21,474.90","43,472.90",0,"48,247.70","44,019.30","42,673.70","19,873.80","21,695.10",0,0,"42,080.30",0,"35,412.20","27,068.20","22,987.30","58,966.00",0,0
Alaska ,Northwest Arctic ,2188,"16,038.50","31,921.60","29,213.30","19,045.70","40,192.70",0,"31,172.70","37,355.30","48,326.60","35,521.60","23,770.90",0,0,"35,929.00",0,"31,420.70","27,346.80","26,072.90","28,612.20",0,"63,974.60"
Alaska ,Petersburg ,2195,"21,291.60","22,702.30","16,410.60","27,368.30","27,446.80",0,"47,092.10","31,845.90","23,595.40","26,016.30","14,565.80",0,0,"22,951.30",0,"17,943.20","19,907.60","17,628.10","18,010.70",0,"58,166.20"
Alaska ,Prince of Wales-Hyder ,2198,"34,972.20","33,639.00","17,152.10","35,079.30","24,919.40",0,"20,312.00","27,425.30","22,909.10","24,622.70","14,222.20","45,683.10",0,"24,869.80","7,971.70","16,640.50","16,770.50","22,217.50","37,568.00",0,"42,842.40"
Alaska ,Prince of Wales-Outer Ket ,2201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska ,Sitka ,2220,"25,923.30","33,547.10","26,080.70","31,657.90","38,692.60",0,"26,260.90","35,397.80","37,066.30","32,922.00","23,687.10","54,260.70",0,"45,200.80",0,"26,222.70","25,457.30","32,375.00","40,966.80","27,748.00","72,093.90"
Alaska ,Skagway ,2230,0,"9,012.30","17,578.70",0,"32,394.30",0,"15,091.70","24,021.00","55,150.30","45,258.60","19,355.50",0,0,"36,871.50",0,"16,935.00","20,103.40","22,423.20",0,0,0
Alaska ,Skagway-Hoonah-Angoon ,2232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska ,Southeast Fairbanks ,2240,"12,790.40","14,784.50","16,436.00","17,534.00","35,995.30",0,"17,801.80","43,001.90","35,347.60","19,019.70","16,890.60",0,0,"35,380.10",0,"20,507.50","19,542.20","21,921.80","25,998.80",0,"44,460.40"
Alaska ,Unknown ,2999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska ,Valdez-Cordova ,2261,"54,564.40","32,218.90","22,247.30","30,466.80","29,991.50",0,"17,340.30","40,494.40","40,938.10","28,652.60","19,206.80","25,890.50",0,"40,019.10",0,"17,368.20","22,946.40","29,561.50","26,265.40","48,220.90","84,887.80"
Alaska ,Wade Hampton ,2270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska ,Wrangell ,2275,"37,345.80","31,704.20","24,325.20","17,670.10","30,292.70",0,"22,055.60","30,440.20","29,745.30","20,086.60","19,873.00","56,234.10",0,"25,272.40",0,"23,339.70","22,468.30","19,307.60","15,531.30",0,0
Alaska ,Wrangell-Petersburg ,2280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska ,Yakutat ,2282,0,0,"10,164.60",0,0,0,0,"16,922.90",0,"9,528.10","13,014.00",0,0,0,0,"15,793.00","10,661.10","22,266.60",0,0,0
Alaska ,Yukon-Koyukuk ,2290,"23,531.00","18,622.70","15,068.60","25,219.40","12,500.60",0,"15,573.70","24,140.50","23,190.20","15,143.00","10,624.70","18,034.80",0,"26,021.90",0,"17,255.60","14,597.00","18,046.50","20,410.30",0,0
